index,Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderSeason
163,10411,BOTTM,9,2013-01-10,2013-02-07,2013-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Winter
164,10412,WARTH,8,2013-01-13,2013-02-10,2013-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter
165,10413,LAMAI,3,2013-01-14,2013-02-11,2013-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter
166,10414,FAMIA,2,2013-01-14,2013-02-11,2013-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Winter
167,10415,HUNGC,3,2013-01-15,2013-02-12,2013-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,Winter
168,10416,WARTH,8,2013-01-16,2013-02-13,2013-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter
169,10417,SIMOB,4,2013-01-16,2013-02-13,2013-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Winter
170,10418,QUICK,4,2013-01-17,2013-02-14,2013-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Winter
171,10419,RICSU,4,2013-01-20,2013-02-17,2013-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Winter
172,10420,WELLI,3,2013-01-21,2013-02-18,2013-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,Winter
173,10421,QUEDE,8,2013-01-21,2013-03-04,2013-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Winter
174,10422,FRANS,2,2013-01-22,2013-02-19,2013-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,Winter
175,10423,GOURL,6,2013-01-23,2013-02-06,2013-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Winter
176,10424,MEREP,7,2013-01-23,2013-02-20,2013-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Winter
177,10425,LAMAI,6,2013-01-24,2013-02-21,2013-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter
178,10426,GALED,4,2013-01-27,2013-02-24,2013-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,Winter
179,10427,PICCO,4,2013-01-27,2013-02-24,2013-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Winter
180,10428,REGGC,7,2013-01-28,2013-02-25,2013-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Winter
181,10429,HUNGO,3,2013-01-29,2013-03-12,2013-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Winter
182,10430,ERNSH,4,2013-01-30,2013-02-13,2013-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter
183,10431,BOTTM,4,2013-01-30,2013-02-13,2013-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Winter
184,10432,SPLIR,3,2013-01-31,2013-02-14,2013-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,Winter
185,10433,PRINI,3,2013-02-03,2013-03-03,2013-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,Winter
186,10434,FOLKO,3,2013-02-03,2013-03-03,2013-02-13,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Winter
187,10435,CONSH,8,2013-02-04,2013-03-18,2013-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,Winter
188,10436,BLONP,3,2013-02-05,2013-03-05,2013-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Winter
189,10437,WARTH,8,2013-02-05,2013-03-05,2013-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter
190,10438,TOMSP,3,2013-02-06,2013-03-06,2013-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Winter
191,10439,MEREP,6,2013-02-07,2013-03-07,2013-02-10,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Winter
192,10440,SAVEA,4,2013-02-10,2013-03-10,2013-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter
193,10441,OLDWO,3,2013-02-10,2013-03-24,2013-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,Winter
194,10442,ERNSH,3,2013-02-11,2013-03-11,2013-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter
195,10443,REGGC,8,2013-02-12,2013-03-12,2013-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Winter
196,10444,BERGS,3,2013-02-12,2013-03-12,2013-02-21,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Winter
197,10445,BERGS,3,2013-02-13,2013-03-13,2013-02-20,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Winter
198,10446,TOMSP,6,2013-02-14,2013-03-14,2013-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Winter
199,10447,RICAR,4,2013-02-14,2013-03-14,2013-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Winter
200,10448,RANCH,4,2013-02-17,2013-03-17,2013-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,Winter
201,10449,BLONP,3,2013-02-18,2013-03-18,2013-02-27,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Winter
202,10450,VICTE,8,2013-02-19,2013-03-19,2013-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter
203,10451,QUICK,4,2013-02-19,2013-03-05,2013-03-12,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Winter
204,10452,SAVEA,8,2013-02-20,2013-03-20,2013-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter
205,10453,AROUT,1,2013-02-21,2013-03-21,2013-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Winter
206,10454,LAMAI,4,2013-02-21,2013-03-21,2013-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter
207,10455,WARTH,8,2013-02-24,2013-04-07,2013-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter
208,10456,KOENE,8,2013-02-25,2013-04-08,2013-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter
209,10457,KOENE,2,2013-02-25,2013-03-25,2013-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter
210,10458,SUPRD,7,2013-02-26,2013-03-26,2013-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter
211,10459,VICTE,4,2013-02-27,2013-03-27,2013-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter
212,10460,FOLKO,8,2013-02-28,2013-03-28,2013-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Winter
213,10461,LILAS,1,2013-02-28,2013-03-28,2013-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Winter
214,10462,CONSH,2,2013-03-03,2013-03-31,2013-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,Winter
215,10463,SUPRD,5,2013-03-04,2013-04-01,2013-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter
216,10464,FURIB,4,2013-03-04,2013-04-01,2013-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Winter
217,10465,VAFFE,1,2013-03-05,2013-04-02,2013-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Winter
218,10466,COMMI,4,2013-03-06,2013-04-03,2013-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,Winter
219,10467,MAGAA,8,2013-03-06,2013-04-03,2013-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,Winter
220,10468,KOENE,3,2013-03-07,2013-04-04,2013-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter
221,10469,WHITC,1,2013-03-10,2013-04-07,2013-03-14,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Winter
222,10470,BONAP,4,2013-03-11,2013-04-08,2013-03-14,2,64.56,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Winter
223,10471,BSBEV,2,2013-03-11,2013-04-08,2013-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Winter
224,10472,SEVES,8,2013-03-12,2013-04-09,2013-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Winter
225,10473,ISLAT,1,2013-03-13,2013-03-27,2013-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,Winter
226,10474,PERIC,5,2013-03-13,2013-04-10,2013-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,Winter
227,10475,SUPRD,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter
228,10476,HILAA,8,2013-03-17,2013-04-14,2013-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Winter
229,10477,PRINI,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,Winter
230,10478,VICTE,2,2013-03-18,2013-04-01,2013-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter
231,10479,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Winter
232,10480,FOLIG,6,2013-03-20,2013-04-17,2013-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,Winter
233,10481,RICAR,8,2013-03-20,2013-04-17,2013-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Winter
234,10482,LAZYK,1,2013-03-21,2013-04-18,2013-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,Spring
235,10483,WHITC,7,2013-03-24,2013-04-21,2013-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Spring
236,10484,BSBEV,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring
237,10485,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Spring
238,10486,HILAA,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring
239,10487,QUEE,2,2013-03-26,2013-04-23,2013-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Spring
240,10488,FRANK,8,2013-03-27,2013-04-24,2013-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Spring
241,10489,PICCO,6,2013-03-28,2013-04-25,2013-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Spring
242,10490,HILAA,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring
243,10491,FURIB,8,2013-03-31,2013-04-28,2013-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Spring
244,10492,BOTTM,3,2013-04-01,2013-04-29,2013-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Spring
245,10493,LAMAI,4,2013-04-02,2013-04-30,2013-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Spring
246,10494,COMMI,4,2013-04-02,2013-04-30,2013-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,Spring
247,10495,LAUGB,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,Spring
248,10496,TRADH,7,2013-04-04,2013-05-02,2013-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,Spring
249,10497,LEHMS,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
250,10498,HILAA,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring
251,10499,LILAS,4,2013-04-08,2013-05-06,2013-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Spring
252,10500,LAMAI,6,2013-04-09,2013-05-07,2013-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Spring
253,10501,BLAUS,9,2013-04-09,2013-05-07,2013-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Spring
254,10502,PERIC,2,2013-04-10,2013-05-08,2013-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,Spring
255,10503,HUNGO,6,2013-04-11,2013-05-09,2013-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring
256,10504,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Spring
257,10505,MEREP,3,2013-04-14,2013-05-12,2013-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring
258,10506,KOENE,9,2013-04-15,2013-05-13,2013-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Spring
259,10507,ANTO,7,2013-04-15,2013-05-13,2013-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring
260,10508,OTTIK,1,2013-04-16,2013-05-14,2013-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Spring
261,10509,BLAUS,4,2013-04-17,2013-05-15,2013-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Spring
262,10510,SAVEA,6,2013-04-18,2013-05-16,2013-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Spring
263,10511,BONAP,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Spring
264,10512,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Spring
265,10513,WANDK,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Spring
266,10514,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Spring
267,10515,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring
268,10516,HUNGO,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring
269,10517,NORTS,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,Spring
270,10518,TORTU,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,Spring
271,10519,CHOPS,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,Spring
272,10520,SANTG,7,2013-04-29,2013-05-27,2013-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,Spring
273,10521,CACTU,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,Spring
274,10522,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
275,10523,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Spring
276,10524,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Spring
277,10525,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Spring
278,10526,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Spring
279,10527,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring
280,10528,GREAL,6,2013-05-06,2013-05-20,2013-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Spring
281,10529,MAISD,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,Spring
282,10530,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Spring
283,10531,OCEA,7,2013-05-08,2013-06-05,2013-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,Spring
284,10532,EASTC,7,2013-05-09,2013-06-06,2013-05-12,3,74.46,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,Spring
285,10533,FOLKO,8,2013-05-12,2013-06-09,2013-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Spring
286,10534,LEHMS,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
287,10535,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring
288,10536,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
289,10537,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Spring
290,10538,BSBEV,9,2013-05-15,2013-06-12,2013-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring
291,10539,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring
292,10540,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring
293,10541,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,Spring
294,10542,KOENE,1,2013-05-20,2013-06-17,2013-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Spring
295,10543,LILAS,8,2013-05-21,2013-06-18,2013-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Spring
296,10544,LONEP,4,2013-05-21,2013-06-18,2013-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,Spring
297,10545,LAZYK,8,2013-05-22,2013-06-19,2013-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,Spring
298,10546,VICTE,1,2013-05-23,2013-06-20,2013-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Spring
299,10547,SEVES,3,2013-05-23,2013-06-20,2013-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Spring
300,10548,TOMSP,3,2013-05-26,2013-06-23,2013-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Spring
301,10549,QUICK,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring
302,10550,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,Spring
303,10551,FURIB,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Spring
304,10552,HILAA,2,2013-05-29,2013-06-26,2013-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring
305,10553,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Spring
306,10554,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Spring
307,10555,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Spring
308,10556,SIMOB,2,2013-06-03,2013-07-15,2013-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Spring
309,10557,LEHMS,9,2013-06-03,2013-06-17,2013-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
310,10558,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Spring
311,10559,BLONP,6,2013-06-05,2013-07-03,2013-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Spring
312,10560,FRANK,8,2013-06-06,2013-07-04,2013-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Spring
313,10561,FOLKO,2,2013-06-06,2013-07-04,2013-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Spring
314,10562,REGGC,1,2013-06-09,2013-07-07,2013-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Spring
315,10563,RICAR,2,2013-06-10,2013-07-22,2013-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Spring
316,10564,RATTC,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Spring
317,10565,MEREP,8,2013-06-11,2013-07-09,2013-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring
318,10566,BLONP,9,2013-06-12,2013-07-10,2013-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Spring
319,10567,HUNGO,1,2013-06-12,2013-07-10,2013-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring
320,10568,GALED,3,2013-06-13,2013-07-11,2013-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,Spring
321,10569,RATTC,5,2013-06-16,2013-07-14,2013-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Spring
322,10570,MEREP,3,2013-06-17,2013-07-15,2013-06-19,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring
323,10571,ERNSH,8,2013-06-17,2013-07-29,2013-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Spring
324,10572,BERGS,3,2013-06-18,2013-07-16,2013-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Spring
325,10573,ANTO,7,2013-06-19,2013-07-17,2013-06-20,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring
