index,Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Season,Sales,Sales_by_LineItem
131,10379,QUEDE,2,2012-12-11,2013-01-08,2012-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Fall,863.28,"[55.44, 505.44, 302.4]"
132,10380,HUNGO,8,2012-12-12,2013-01-09,2013-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Fall,1313.82,"[335.34, 471.6, 146.88, 360.0]"
133,10381,LILAS,3,2012-12-12,2013-01-09,2012-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Fall,112.0,[112.0]
134,10382,ERNSH,4,2012-12-13,2013-01-10,2012-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Fall,2900.0,"[544.0, 450.0, 1386.0, 120.0, 400.0]"
135,10383,AROUT,8,2012-12-16,2013-01-13,2012-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Fall,899.0,"[96.0, 195.0, 608.0]"
136,10384,BERGS,3,2012-12-16,2013-01-13,2012-12-20,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Fall,2222.4,"[1814.4, 408.0]"
137,10385,SPLIR,1,2012-12-17,2013-01-14,2012-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,Fall,691.2,"[192.0, 435.2, 64.0]"
138,10386,FAMIA,9,2012-12-18,2013-01-01,2012-12-25,3,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Fall,166.0,"[54.0, 112.0]"
139,10387,SANTG,1,2012-12-18,2013-01-15,2012-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,Fall,1058.4,"[54.0, 218.4, 528.0, 258.0]"
140,10388,SEVES,2,2012-12-19,2013-01-16,2012-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Fall,1228.8,"[91.2, 89.6, 1048.0]"
141,10389,BOTTM,4,2012-12-20,2013-01-17,2012-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Fall,1832.8,"[396.8, 288.0, 788.0, 360.0]"
142,10390,ERNSH,6,2012-12-23,2013-01-20,2012-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter,2090.88,"[540.0, 518.4, 432.0, 600.48]"
143,10391,DRACD,3,2012-12-23,2013-01-20,2012-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,Winter,86.4,[86.4]
144,10392,PICCO,2,2012-12-24,2013-01-21,2013-01-01,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Winter,1440.0,[1440.0]
145,10393,SAVEA,1,2012-12-25,2013-01-22,2013-01-03,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter,2556.95,"[285.0, 585.9, 58.8, 1307.25, 320.0]"
146,10394,HUNGC,1,2012-12-25,2013-01-22,2013-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,Winter,442.0,"[48.0, 394.0]"
147,10395,HILAA,6,2012-12-26,2013-01-23,2013-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Winter,2122.92,"[241.92, 1650.6, 230.4]"
148,10396,FRANK,1,2012-12-27,2013-01-10,2013-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Winter,1903.8,"[288.0, 1032.0, 583.8]"
149,10397,PRINI,5,2012-12-27,2013-01-24,2013-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,Winter,716.72,"[68.0, 648.72]"
150,10398,SAVEA,2,2012-12-30,2013-01-27,2013-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter,2505.6,"[432.0, 2073.6]"
151,10399,VAFFE,8,2012-12-31,2013-01-14,2013-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Winter,1765.6,"[600.0, 516.0, 504.0, 145.6]"
152,10400,EASTC,1,2013-01-01,2013-01-29,2013-01-16,3,83.93,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,Winter,3063.0,"[2079.0, 504.0, 480.0]"
153,10401,RATTC,1,2013-01-01,2013-01-29,2013-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Winter,3868.6,"[372.6, 2128.0, 336.0, 1032.0]"
154,10402,ERNSH,8,2013-01-02,2013-02-13,2013-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter,2713.5,"[432.0, 2281.5]"
155,10403,ERNSH,4,2013-01-03,2013-01-31,2013-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter,855.02,"[248.12, 606.9]"
156,10404,MAGAA,2,2013-01-03,2013-01-31,2013-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,Winter,1591.25,"[709.65, 425.6, 456.0]"
157,10405,LINOD,1,2013-01-06,2013-02-03,2013-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Winter,400.0,[400.0]
158,10406,QUEE,7,2013-01-07,2013-02-18,2013-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Winter,1830.78,"[144.0, 216.0, 1375.92, 68.4, 26.46]"
159,10407,OTTIK,2,2013-01-07,2013-02-04,2013-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Winter,1194.0,"[504.0, 432.0, 258.0]"
160,10408,FOLIG,8,2013-01-08,2013-02-05,2013-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,Winter,1622.4,"[208.0, 35.4, 1379.0]"
161,10409,OCEA,3,2013-01-09,2013-02-06,2013-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,Winter,319.2,"[223.2, 96.0]"
162,10410,BOTTM,3,2013-01-10,2013-02-07,2013-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Winter,802.0,"[98.0, 704.0]"
163,10411,BOTTM,9,2013-01-10,2013-02-07,2013-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Winter,966.8,"[154.0, 496.0, 316.8]"
164,10412,WARTH,8,2013-01-13,2013-02-10,2013-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter,334.8,[334.8]
165,10413,LAMAI,3,2013-01-14,2013-02-11,2013-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter,2123.2,"[345.6, 1576.0, 201.6]"
166,10414,FAMIA,2,2013-01-14,2013-02-11,2013-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Winter,224.83,"[124.83, 100.0]"
167,10415,HUNGC,3,2013-01-15,2013-02-12,2013-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,Winter,102.4,"[62.4, 40.0]"
168,10416,WARTH,8,2013-01-16,2013-02-13,2013-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter,720.0,"[146.0, 262.0, 312.0]"
169,10417,SIMOB,4,2013-01-16,2013-02-13,2013-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Winter,11188.4,"[10540.0, 14.4, 270.0, 364.0]"
170,10418,QUICK,4,2013-01-17,2013-02-14,2013-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Winter,1814.8,"[912.0, 418.0, 364.8, 120.0]"
171,10419,RICSU,4,2013-01-20,2013-02-17,2013-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Winter,2097.6,"[1550.4, 547.2]"
172,10420,WELLI,3,2013-01-21,2013-02-18,2013-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,Winter,1707.84,"[1396.8, 8.64, 86.4, 216.0]"
173,10421,QUEDE,8,2013-01-21,2013-03-04,2013-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Winter,1194.27,"[24.82, 747.0, 334.05, 88.4]"
174,10422,FRANS,2,2013-01-22,2013-02-19,2013-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,Winter,49.8,[49.8]
175,10423,GOURL,6,2013-01-23,2013-02-06,2013-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Winter,1020.0,"[140.0, 880.0]"
176,10424,MEREP,7,2013-01-23,2013-02-20,2013-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Winter,9194.56,"[691.2, 8263.36, 240.0]"
177,10425,LAMAI,6,2013-01-24,2013-02-21,2013-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter,360.0,"[144.0, 216.0]"
178,10426,GALED,4,2013-01-27,2013-02-24,2013-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,Winter,338.2,"[152.0, 186.2]"
179,10427,PICCO,4,2013-01-27,2013-02-24,2013-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Winter,651.0,[651.0]
180,10428,REGGC,7,2013-01-28,2013-02-25,2013-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Winter,192.0,[192.0]
181,10429,HUNGO,3,2013-01-29,2013-03-12,2013-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Winter,1441.38,"[520.0, 921.38]"
182,10430,ERNSH,4,2013-01-30,2013-02-13,2013-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter,4899.2,"[1123.2, 400.0, 912.0, 2464.0]"
183,10431,BOTTM,4,2013-01-30,2013-02-13,2013-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Winter,1892.25,"[1170.0, 551.25, 171.0]"
184,10432,SPLIR,3,2013-01-31,2013-02-14,2013-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,Winter,485.0,"[249.0, 236.0]"
185,10433,PRINI,3,2013-02-03,2013-03-03,2013-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,Winter,851.2,[851.2]
186,10434,FOLKO,3,2013-02-03,2013-03-03,2013-02-13,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Winter,321.12,"[100.8, 220.32]"
187,10435,CONSH,8,2013-02-04,2013-03-18,2013-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,Winter,631.6,"[152.0, 201.6, 278.0]"
188,10436,BLONP,3,2013-02-05,2013-03-05,2013-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Winter,1994.52,"[48.0, 1094.4, 718.2, 133.92]"
189,10437,WARTH,8,2013-02-05,2013-03-05,2013-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter,393.0,[393.0]
190,10438,TOMSP,3,2013-02-06,2013-03-06,2013-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Winter,454.0,"[87.6, 179.2, 187.2]"
191,10439,MEREP,6,2013-02-07,2013-03-07,2013-02-10,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Winter,1078.0,"[456.0, 222.4, 159.6, 240.0]"
192,10440,SAVEA,4,2013-02-10,2013-03-10,2013-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter,4924.14,"[581.4, 578.94, 2019.6, 1744.2]"
193,10441,OLDWO,3,2013-02-10,2013-03-24,2013-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,Winter,1755.0,[1755.0]
194,10442,ERNSH,3,2013-02-11,2013-03-11,2013-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Winter,1792.0,"[504.0, 472.0, 816.0]"
195,10443,REGGC,8,2013-02-12,2013-03-12,2013-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Winter,517.44,"[80.64, 436.8]"
196,10444,BERGS,3,2013-02-12,2013-03-12,2013-02-21,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Winter,1031.7,"[312.0, 373.5, 115.2, 231.0]"
197,10445,BERGS,3,2013-02-13,2013-03-13,2013-02-20,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Winter,174.9,"[86.4, 88.5]"
198,10446,TOMSP,6,2013-02-14,2013-03-14,2013-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Winter,246.24,"[78.84, 64.8, 27.0, 75.6]"
199,10447,RICAR,4,2013-02-14,2013-03-14,2013-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Winter,914.4,"[292.0, 588.0, 34.4]"
200,10448,RANCH,4,2013-02-17,2013-03-17,2013-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,Winter,443.4,"[149.4, 294.0]"
201,10449,BLONP,3,2013-02-18,2013-03-18,2013-02-27,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Winter,1838.2,"[347.2, 112.0, 1379.0]"
202,10450,VICTE,8,2013-02-19,2013-03-19,2013-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter,425.12,"[396.8, 28.32]"
203,10451,QUICK,4,2013-02-19,2013-03-05,2013-03-12,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Winter,3849.66,"[2073.6, 837.9, 423.36, 514.8]"
204,10452,SAVEA,8,2013-02-20,2013-03-20,2013-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Winter,2018.5,"[546.0, 1472.5]"
205,10453,AROUT,1,2013-02-21,2013-03-21,2013-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Winter,407.7,"[137.7, 270.0]"
206,10454,LAMAI,4,2013-02-21,2013-03-21,2013-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Winter,331.2,"[222.4, 32.0, 76.8]"
207,10455,WARTH,8,2013-02-24,2013-04-07,2013-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Winter,2684.0,"[288.0, 1310.0, 570.0, 516.0]"
208,10456,KOENE,8,2013-02-25,2013-04-08,2013-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter,557.6,"[272.0, 285.6]"
209,10457,KOENE,2,2013-02-25,2013-03-25,2013-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter,1584.0,[1584.0]
210,10458,SUPRD,7,2013-02-26,2013-03-26,2013-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter,3891.0,"[747.0, 1092.0, 736.0, 456.0, 860.0]"
211,10459,VICTE,4,2013-02-27,2013-03-27,2013-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter,1659.2,"[364.8, 182.4, 1112.0]"
212,10460,FOLKO,8,2013-02-28,2013-03-28,2013-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Winter,176.1,"[157.5, 18.6]"
213,10461,LILAS,1,2013-02-28,2013-03-28,2013-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Winter,1538.7,"[240.0, 434.7, 864.0]"
214,10462,CONSH,2,2013-03-03,2013-03-31,2013-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,Winter,156.0,"[4.8, 151.2]"
215,10463,SUPRD,5,2013-03-04,2013-04-01,2013-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter,713.3,"[153.3, 560.0]"
216,10464,FURIB,4,2013-03-04,2013-04-01,2013-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Winter,1609.28,"[225.28, 110.4, 729.6, 544.0]"
217,10465,VAFFE,1,2013-03-05,2013-04-02,2013-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Winter,2518.0,"[90.0, 1603.8, 294.0, 205.2, 325.0]"
218,10466,COMMI,4,2013-03-06,2013-04-03,2013-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,Winter,216.0,"[168.0, 48.0]"
219,10467,MAGAA,8,2013-03-06,2013-04-03,2013-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,Winter,235.2,"[100.8, 134.4]"
220,10468,KOENE,3,2013-03-07,2013-04-04,2013-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Winter,717.6,"[165.6, 552.0]"
221,10469,WHITC,1,2013-03-10,2013-04-07,2013-03-14,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Winter,956.67,"[516.8, 413.52, 26.35]"
222,10470,BONAP,4,2013-03-11,2013-04-08,2013-03-14,2,64.56,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Winter,1820.8,"[1500.0, 108.0, 212.8]"
223,10471,BSBEV,2,2013-03-11,2013-04-08,2013-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Winter,1328.0,"[720.0, 608.0]"
224,10472,SEVES,8,2013-03-12,2013-04-09,2013-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Winter,1036.8,"[273.6, 763.2]"
225,10473,ISLAT,1,2013-03-13,2013-03-27,2013-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,Winter,230.4,"[24.0, 206.4]"
226,10474,PERIC,5,2013-03-13,2013-04-10,2013-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,Winter,1249.1,"[223.2, 655.2, 308.7, 62.0]"
227,10475,SUPRD,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Winter,1505.18,"[297.5, 693.6, 514.08]"
228,10476,HILAA,8,2013-03-17,2013-04-14,2013-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Winter,180.48,"[36.48, 144.0]"
229,10477,PRINI,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,Winter,558.0,"[216.0, 126.0, 216.0]"
230,10478,VICTE,2,2013-03-18,2013-04-01,2013-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Winter,471.2,[471.2]
231,10479,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Winter,10495.6,"[6324.0, 733.6, 2640.0, 798.0]"
232,10480,FOLIG,6,2013-03-20,2013-04-17,2013-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,Winter,756.0,"[228.0, 528.0]"
233,10481,RICAR,8,2013-03-20,2013-04-17,2013-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Winter,1472.0,"[384.0, 1088.0]"
234,10482,LAZYK,1,2013-03-21,2013-04-18,2013-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,Spring,147.0,[147.0]
235,10483,WHITC,7,2013-03-24,2013-04-21,2013-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Spring,668.8,"[372.4, 296.4]"
236,10484,BSBEV,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring,386.2,"[112.0, 147.0, 127.2]"
237,10485,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Spring,1584.0,"[273.6, 144.0, 518.4, 648.0]"
238,10486,HILAA,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring,1272.0,"[84.0, 1060.0, 128.0]"
239,10487,QUEE,2,2013-03-26,2013-04-23,2013-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Spring,889.7,"[36.5, 747.0, 106.2]"
240,10488,FRANK,8,2013-03-27,2013-04-24,2013-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Spring,1512.0,"[1320.0, 192.0]"
241,10489,PICCO,6,2013-03-28,2013-04-25,2013-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Spring,439.2,"[189.0, 250.2]"
242,10490,HILAA,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring,3163.2,"[2640.0, 300.0, 223.2]"
243,10491,FURIB,8,2013-03-31,2013-04-28,2013-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Spring,259.5,"[197.62, 61.88]"
244,10492,BOTTM,3,2013-04-01,2013-04-29,2013-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Spring,851.2,"[638.4, 212.8]"
245,10493,LAMAI,4,2013-04-02,2013-04-30,2013-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Spring,608.4,"[226.8, 122.4, 259.2]"
246,10494,COMMI,4,2013-04-02,2013-04-30,2013-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,Spring,912.0,[912.0]
247,10495,LAUGB,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,Spring,278.0,"[72.0, 154.0, 52.0]"
248,10496,TRADH,7,2013-04-04,2013-05-02,2013-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,Spring,190.0,[190.0]
249,10497,LEHMS,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring,1380.6,"[425.6, 695.0, 260.0]"
250,10498,HILAA,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring,575.0,"[63.0, 92.0, 420.0]"
251,10499,LILAS,4,2013-04-08,2013-05-06,2013-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Spring,1412.0,"[912.0, 500.0]"
252,10500,LAMAI,6,2013-04-09,2013-05-07,2013-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Spring,523.26,"[176.7, 346.56]"
253,10501,BLAUS,9,2013-04-09,2013-05-07,2013-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Spring,149.0,[149.0]
254,10502,PERIC,2,2013-04-10,2013-05-08,2013-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,Spring,816.3,"[199.5, 196.8, 420.0]"
255,10503,HUNGO,6,2013-04-11,2013-05-09,2013-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring,2048.5,"[1627.5, 421.0]"
256,10504,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Spring,1388.5,"[228.0, 120.0, 328.0, 712.5]"
257,10505,MEREP,3,2013-04-14,2013-05-12,2013-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring,147.9,[147.9]
258,10506,KOENE,9,2013-04-15,2013-05-13,2013-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Spring,415.8,"[226.8, 189.0]"
259,10507,ANTO,7,2013-04-15,2013-05-13,2013-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring,749.06,"[586.5, 162.56]"
260,10508,OTTIK,1,2013-04-16,2013-05-14,2013-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Spring,240.0,"[60.0, 180.0]"
261,10509,BLAUS,4,2013-04-17,2013-05-15,2013-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Spring,136.8,[136.8]
